Book_ID,Rating_1_Star,Rating_2_Star,Rating_3_Star,Rating_4_Star,Rating_5_Star
2317,163,740,7000,19488,16359
2318,1222,2895,10178,16980,17005
2319,1200,1409,5430,14422,24672
2320,1116,2204,8210,14575,21051
2321,1434,1964,7063,13582,15638
2322,357,1586,8377,15847,19735
2323,1295,2432,9114,22223,19189
2324,1286,2890,11020,13620,15394
2325,2799,5604,15129,18101,18715
2326,311,1787,11056,20682,14475
2327,2144,5695,14228,14472,17776
2328,905,2298,9272,20013,23492
2329,696,1644,7376,18194,17055
2330,286,457,4096,11411,20622
2331,249,1377,10942,19473,15296
2332,1519,3639,9953,12891,14064
2333,759,1907,8591,17054,17220
2334,659,2378,10895,18136,11201
2335,594,2354,10544,16409,20125
2336,1581,4821,15168,19530,11800
2337,1627,3021,11407,22754,21190
2338,817,1946,8062,13690,20646
2339,646,3246,13554,18120,15797
2340,176,637,5199,17307,23507
2341,1796,5239,12807,13839,10998
2342,499,1344,6227,11635,24193
2343,1915,2907,9290,18336,28555
2344,240,738,5055,14396,23010
2345,315,1269,7928,18952,18156
2346,310,974,6480,18897,20250
2347,1442,2196,7417,12745,15323
2348,1673,3711,13598,16396,17289
2349,177,1035,6489,14649,19033
2350,918,2675,10081,17542,22620
2351,762,1777,9089,20939,13825
2352,380,1753,9228,16583,12914
2353,509,2927,13955,18524,23589
2354,1447,2585,9250,13740,14008
2355,331,1462,8173,19057,16332
2356,963,2575,9218,15528,15605
2357,780,2742,10409,19156,17430
2358,1455,2819,10284,12894,9859
2359,888,2312,8897,13227,13458
2360,1473,2267,8525,11445,16712
2361,551,1448,7546,17067,27527
2362,214,1069,8920,20844,15920
2363,1046,3440,14607,19717,16361
2364,1478,4686,16180,16807,8992
2365,609,1731,7801,14058,19917
2366,1226,4901,15975,14519,8098
2367,558,1125,4828,9531,20952
2368,1832,3906,12187,15880,17982
2369,405,927,5750,14490,16313
2370,913,2706,9851,18712,29004
2371,728,1915,7494,9974,21791
2372,727,1749,6140,11511,16589
2373,2132,3911,10161,14645,12029
2374,318,533,3272,15958,24018
2375,1525,2269,8119,11485,10462
2376,1204,2220,7627,18053,29575
2377,1134,2113,8554,12116,9836
2378,1064,2257,9331,19782,21257
2379,932,2481,10843,14467,22424
2380,442,1479,7495,14929,19404
2381,167,723,5056,15763,24063
2382,1199,4308,13687,16368,6404
2383,1238,2097,7130,17726,37733
2384,301,1157,6932,17596,20996
2385,282,2577,14505,20281,14429
2386,271,1453,9587,18606,15903
2387,1164,3574,11493,15471,14869
2388,2063,5938,13932,12826,6751
2389,844,3603,14783,17841,16921
2390,439,1597,8396,15513,21927
2391,1146,2726,8448,13118,15418
2392,631,902,4422,9757,19603
2393,492,1101,5033,10098,23128
2394,1115,2265,6850,12256,17808
2395,768,3367,12197,16905,7716
2396,753,1650,7374,18485,24717
2397,2145,4626,11883,14610,9287
2398,980,2832,10042,13956,11571
2399,645,1395,6067,12798,20273
2400,548,1650,8559,13043,23741
2401,117,1132,9814,19985,19644
2402,139,785,6963,18468,23371
2403,672,2238,10114,21932,19358
2404,1123,3690,16228,19308,18322
2405,661,1563,5711,11742,17640
2406,927,1790,5953,12041,19441
2407,904,2181,10419,18138,18976
2408,747,2018,8563,18478,17978
2409,1584,2869,10292,12408,15420
2410,431,2125,11625,15950,11409
2411,724,1428,6791,14658,15791
2412,1111,1865,6891,13810,28986
2413,541,1285,6571,15305,19821
2414,844,1252,6179,15780,22454
2415,1661,3491,11831,19796,21791
2416,794,1689,7380,12975,17997
2417,614,1445,5486,12216,21961
2418,1963,5493,12284,12871,6381
2419,1511,3067,8134,16603,17063
2420,2844,5660,14185,15946,17792
2421,154,1181,9481,20682,23163
2422,449,2192,11813,16501,14541
2423,715,3037,11673,15212,12732
2424,459,1318,6470,11593,18260
2425,117,523,4802,17644,23837
2426,2237,5457,12700,11466,6490
2427,723,2549,9936,15896,15385
2428,3098,7852,14358,12750,5273
2429,127,582,6438,19648,17259
2430,1381,3530,10799,14127,10898
2431,1438,4142,13066,15929,13425
2432,633,2116,8116,16451,12641
2433,203,1892,12008,19757,17419
2434,348,2413,14528,20138,14969
2435,652,1471,6658,15444,18229
2436,637,1635,6134,10899,18369
2437,738,3128,14342,18248,10318
2438,1198,2005,4963,11371,29002
2439,756,2441,10601,16513,11876
2440,1360,3530,10874,15087,9604
2441,681,3444,14944,18717,11258
2442,1385,2450,10784,18245,16985
2443,561,2227,9067,11245,20169
2444,722,2405,9632,15995,16072
2445,1074,2566,10389,16829,15332
2446,350,694,4651,13743,17380
2447,318,1680,8752,19424,15478
2448,142,781,6265,19369,21115
2449,896,2319,9965,14533,14009
2450,1325,2014,6601,13628,13201
2451,1566,3821,9822,10998,9297
2452,149,761,7672,20234,16146
2453,417,1281,8145,14522,18848
2454,1147,3471,12361,18270,10575
2455,347,1700,9745,18193,14041
2456,1306,2042,6313,9600,16387
2457,186,357,1851,8085,26538
2458,1221,2934,9894,13945,15332
2459,2400,5698,13679,13943,17925
2460,1257,4915,17948,17226,6919
2461,1025,2229,9613,12392,17351
2462,844,3552,13728,17701,19747
2463,1427,3122,11564,25269,23801
2464,1140,2859,10225,15640,11718
2465,207,632,4162,16700,22052
2466,231,1756,10978,17282,10509
2467,532,1299,4899,8255,19488
2468,377,1096,6442,18751,15918
2469,401,1245,7983,15634,12855
2470,1166,3049,11590,19020,15085
2471,508,1199,6020,8775,22409
2472,1110,2386,9118,20669,26708
2473,859,2105,7073,17293,14982
2474,774,3448,12430,16245,12106
2475,400,1758,11115,17683,13258
2476,767,1646,6524,11057,15810
2477,760,2838,11599,17959,21938
2478,585,2597,11971,19204,22708
2479,439,1683,9336,18384,11162
2480,280,1863,10065,15319,9197
2481,375,1987,11879,17079,13265
2482,270,1529,8216,17450,20786
2483,437,1577,7155,18225,20372
2484,1030,1791,10614,19848,26566
2485,594,1297,5445,10837,16240
2486,316,1095,7286,23370,30480
2487,1514,3886,11149,15064,10559
2488,583,1283,5630,10674,13811
2489,626,2206,10727,18149,13383
2490,1784,3105,10113,17664,19928
2491,984,1772,6447,14107,25001
2492,372,1795,9330,16805,13388
2493,1077,1656,6518,14502,19978
2494,641,1940,7866,10456,12483
2495,2426,3239,9333,17437,19821
2496,260,1602,10352,18377,15066
2497,848,2797,12057,15670,11500
2498,391,1819,9039,17713,13013
2499,500,1793,10015,17506,23997
2500,3370,3712,9265,10472,15842
2501,1793,6012,15826,13273,8787
2502,161,946,9225,20205,13683
2503,478,1286,7087,16462,15971
2504,523,1742,8534,21657,28059
2505,1279,3746,11932,18530,21641
2506,634,2319,9793,16119,13248
2507,284,797,4876,12574,19978
2508,784,2412,9314,14890,13430
2509,1039,4010,13627,15228,11340
2510,430,1612,8884,12874,21112
2511,856,3169,11716,13575,6586
2512,199,1194,7293,17621,14192
2513,491,1130,4239,8017,22658
2514,1687,2142,6727,11476,16430
2515,728,2162,10158,23691,27671
2516,997,2111,6760,11945,10723
2517,770,3159,12945,15187,9125
2518,575,1246,5163,11950,20855
2519,1410,3320,11531,17621,21792
2520,362,1265,7215,14491,15920
2521,1581,4238,13442,15417,16465
2522,714,3550,14199,14925,7637
2523,367,2028,9932,13281,11120
2524,137,747,7303,19000,14432
2525,558,1595,8558,14675,21498
2526,501,1386,5490,14904,17149
2527,257,1127,7059,16613,21097
2528,1357,3095,11048,16393,12322
2529,2695,4650,13343,12506,7372
2530,453,1184,7729,18559,12695
2531,870,3080,12676,14796,8515
2532,1122,3857,12039,13982,13430
2533,938,2960,10342,16741,23267
2534,371,1163,5360,14433,17837
2535,1102,3975,14287,14732,7835
2536,439,1616,9814,19397,25989
2537,838,2411,10496,20808,14124
2538,974,2944,11832,13783,10371
2539,232,960,6673,17623,23685
2540,685,1650,6032,12254,14888
2541,349,769,4862,17453,35227
2542,243,1303,8992,23173,28649
2543,853,2349,8406,12278,11033
2544,503,1567,8049,19937,13789
2545,902,2333,8984,10877,10709
2546,615,2177,10244,15801,15920
2547,453,1516,7991,16674,16387
2548,474,1317,6020,14006,15720
2549,278,647,4271,12675,16926
2550,305,1163,7675,17873,29162
2551,330,1770,9695,17406,16385
2552,541,1027,4314,9506,26961
2553,1376,2738,8655,21498,30604
2554,441,1098,5050,12776,21062
2555,2558,5891,13476,14245,9550
2556,288,731,5143,19194,37516
2557,822,3047,11813,17742,8485
2558,130,537,4858,17448,22945
2559,1005,2008,5868,14511,20510
2560,1329,4347,12696,13167,8192
2561,1057,4070,12691,14867,8648
2562,1462,2887,7462,9337,11729
2563,902,1097,4683,13978,16784
2564,630,2274,9697,20283,18491
2565,110,719,7939,20783,13279
2566,179,1088,7368,15725,15616
2567,328,1392,8949,18578,13638
2568,734,2728,12869,19278,21922
2569,702,1847,7818,14957,14539
2570,421,1549,8290,15458,14242
2571,981,2280,7627,12488,14569
2572,419,1929,9075,16412,15095
2573,655,1178,5988,14273,17336
2574,444,871,4481,10208,25105
2575,708,1526,6116,11252,13486
2576,1222,2315,9062,12918,8028
2577,470,1041,5124,13491,16816
2578,1541,3416,9135,13715,10490
2579,982,2950,10819,15059,7227
2580,521,772,3535,8965,18536
2581,842,1559,5681,9404,20033
2582,740,2241,9882,13648,11508
2583,339,2464,13318,18963,14963
2584,2712,3461,9720,18383,25167
2585,539,1206,4620,10010,18721
2586,806,2534,10882,16474,11112
2587,721,2084,10100,16566,22382
2588,2033,5745,13308,13863,9131
2589,1649,5207,14109,13883,5295
2590,606,1761,8044,20604,28618
2591,394,1460,8003,14865,13837
2592,1492,2377,5805,9323,16219
2593,480,1434,7834,14255,15805
2594,501,1564,7308,16594,17224
2595,259,940,7069,14108,13911
2596,381,1670,10917,19654,15253
2597,1693,3821,10197,21243,45250
2598,437,1668,7494,14076,14632
2599,299,1602,9585,20227,14387
2600,884,2862,10945,16975,9910
2601,642,2292,8246,17466,14942
2602,114,857,7462,18057,21272
2603,498,1350,5961,12842,16356
2604,1049,3687,12450,13101,6758
2605,1482,2925,10378,15150,13178
2606,915,1296,4551,10606,16570
2607,386,1125,5672,15235,16985
2608,325,1331,7571,16131,11733
2609,844,2450,11346,18792,21094
2610,580,2026,8910,13031,17765
2611,1260,2079,7414,11117,10644
2612,1165,3214,9252,14779,22798
2613,558,2970,13446,19213,13291
2614,618,1375,5771,10297,20656
2615,397,994,5066,13486,13279
2616,642,2350,11214,16749,10352
2617,944,2685,9691,19581,25407
2618,654,1672,6494,14506,17182
2619,504,1098,4426,8710,15570
2620,916,3922,14176,15194,11715
2621,717,1979,7932,10010,19019
2622,1628,4187,12409,17053,19273
2623,462,1614,5967,13026,18052
2624,1237,2838,9609,18808,19455
2625,959,2131,6017,12567,13261
2626,291,809,5844,17076,15121
2627,176,1203,7385,14227,10312
2628,627,2658,12689,15264,7655
2629,4248,7919,15271,12419,12825
2630,1316,2177,9293,17170,19530
2631,611,2880,13387,14748,7775
2632,1115,3015,9927,14536,13705
2633,719,3480,13699,16114,9426
2634,1964,5218,14616,17892,12320
2635,421,1364,6712,14662,24800
2636,757,1055,4518,7686,18210
2637,1687,2999,9061,17058,24397
2638,1791,4301,10858,12187,16730
2639,395,1238,5735,12617,17236
2640,1030,3379,9583,11938,7888
2641,101,726,7320,18629,20330
2642,470,996,6829,15486,21637
2643,752,1391,4587,8413,16473
2644,210,834,6658,17967,18836
2645,763,2190,8472,11376,17276
2646,913,2458,10459,18044,13594
2647,738,2184,9825,16758,13831
2648,872,2179,8483,15813,16842
2649,834,2506,10652,16916,15696
2650,1625,2189,7599,11380,11783
2651,142,712,5701,18187,14753
2652,520,1003,4472,11501,20414
2653,188,1344,9279,15970,12918
2654,1110,2172,6499,9026,18379
2655,1177,5222,15801,14313,7721
2656,1043,2144,8129,13529,17345
2657,1455,3568,11035,18176,14785
2658,561,2435,11052,14284,9922
2659,3263,9025,17055,13468,5577
2660,320,1590,9647,16019,12659
2661,686,3659,14466,17027,7602
2662,1046,2612,9283,17369,13580
2663,955,3458,11845,14517,13539
2664,496,1933,9393,15259,17968
2665,990,3331,12436,15039,6940
2666,1830,1857,6056,16529,25708
2667,1008,1636,6966,10955,12306
2668,211,1356,10272,17581,14535
2669,301,1679,10270,15431,11747
2670,1086,3147,10727,15204,10150
2671,666,1739,6995,16258,27727
2672,2021,3266,6759,8385,8730
2673,847,1639,8082,13512,21048
2674,105,626,6805,18196,14270
2675,1106,2034,7948,15912,12748
2676,944,1094,4974,10514,15218
2677,216,892,6907,16077,13402
2678,299,1350,7879,15381,14628
2679,1108,2115,8798,10964,15155
2680,1009,2003,6496,12251,14425
2681,941,1862,6018,9162,16860
2682,658,2227,8592,13698,17881
2683,687,2255,9526,16088,13262
2684,1565,2646,9498,18531,26268
2685,709,3123,11554,14888,12683
2686,950,1559,6794,17605,22616
2687,590,1234,4784,9071,19633
2688,1162,2634,7995,11859,10974
2689,145,358,2805,14440,31268
2690,496,2013,9620,15703,11221
2691,685,2028,9256,15941,8877
2692,192,1229,6362,12567,11744
2693,355,1490,7550,13561,9048
2694,562,1142,5877,21014,26919
2695,176,1181,9121,17415,14600
2696,578,1752,8085,15404,11604
2697,714,1622,5348,12392,15224
2698,419,1371,7547,18393,24269
2699,1016,2905,9783,14960,10972
2700,1186,3709,11189,13153,13537
2701,790,2267,8838,17309,21061
2702,223,721,5474,13990,21449
2703,403,976,5410,12917,18448
2704,774,1426,4709,10068,17714
2705,323,895,6746,15496,23696
2706,2892,5695,12892,13690,12376
2707,1153,3483,13085,16549,13367
2708,1806,4941,13816,14493,11632
2709,984,1232,5673,15914,17666
2710,246,1106,7377,13100,11315
2711,1309,2419,8198,12414,9099
2712,270,1065,6957,16796,12471
2713,85,469,4687,17295,17943
2714,2230,5980,13827,11828,5722
2715,444,1001,5530,11563,13972
2716,553,1382,5524,15336,37225
2717,295,767,5091,15125,14653
2718,2959,2615,6651,9310,12910
2719,425,1092,5360,14800,20226
2720,680,1918,7943,16551,15748
2721,674,3508,14114,15618,11851
2722,3493,3945,8704,14811,24402
2723,1403,2758,9980,19654,23620
2724,481,955,4513,12644,14547
2725,1218,2300,9907,15715,13069
2726,699,2615,9441,12328,7312
2727,253,1014,7909,19521,24272
2728,238,1304,6804,12712,14785
2729,1715,5110,13735,15418,9360
2730,1050,2211,6360,12018,15598
2731,274,1508,8788,15679,16873
2732,685,2393,10345,13728,15541
2733,1561,3095,9358,16925,12929
2734,528,1924,8159,19339,26752
2735,1436,5072,13273,10948,6121
2736,1732,1625,4992,11824,17460
2737,1858,3290,8313,13855,14583
2738,737,2819,10815,12979,7601
2739,872,2177,11467,20526,25784
2740,843,2479,10458,14921,10420
2741,250,1003,10593,16261,13622
2742,1041,3900,13233,16803,10375
2743,488,1239,5126,13350,18828
2744,815,2203,10197,24238,26566
2745,238,1124,7056,12746,10043
2746,440,1356,6346,15971,17088
2747,939,3055,10623,15355,8253
2748,197,424,3629,12053,17348
2749,502,1069,3883,10772,18384
2750,248,1802,9358,16853,12134
2751,845,1281,5342,12858,17369
2752,127,462,4008,12628,15961
2753,718,1937,7428,15236,15564
2754,1426,2577,8985,12646,9581
2755,1588,3744,10770,15186,14626
2756,778,2585,9308,12850,8461
2757,214,743,4520,17394,27113
2758,861,1817,8333,15749,11832
2759,236,768,6103,16164,14801
2760,642,1552,6573,14031,19198
2761,1604,4753,14259,13967,7587
2762,1626,2707,7257,14067,14957
2763,908,1977,6958,13336,11000
2764,285,1353,8842,17024,11550
2765,461,2157,11204,22337,20344
2766,1089,2071,6685,8499,15978
2767,441,1298,5660,14240,19554
2768,320,1925,10749,19058,14242
2769,354,1195,7236,15396,15524
2770,2080,4220,11094,13126,13221
2771,467,1251,6556,15560,13747
2772,317,1708,9506,17704,19253
2773,283,1264,7984,14650,12436
2774,442,1642,6364,12481,18265
2775,254,1568,8523,15503,16634
2776,445,1477,8708,13232,12396
2777,845,1439,7180,14473,12428
2778,771,1492,5512,10413,21234
2779,1192,1741,5141,9414,20942
2780,809,2979,10583,15127,8939
2781,992,2088,6294,11688,15976
2782,1812,3581,10445,16505,20278
2783,330,1099,4670,12177,15241
2784,1839,6448,15690,12010,10304
2785,405,1064,4971,14512,16110
2786,398,816,4805,15590,15580
2787,446,1640,7814,13231,11866
2788,306,1461,8475,13421,14947
2789,587,1726,6508,13571,16123
2790,854,2828,12095,16301,10892
2791,300,648,3918,8660,24994
2792,466,1557,9199,16391,12457
2793,569,1637,7816,12366,21347
2794,343,1024,4407,9425,18175
2795,118,846,7222,17340,19565
2796,306,1460,8200,15969,19894
2797,977,3826,12403,13074,7503
2798,399,1180,5785,16493,25608
2799,987,3336,10995,13816,14161
2800,1617,2495,7040,11963,16802
2801,215,777,6181,16815,24473
2802,729,2363,9360,16607,9608
2803,227,731,6301,14731,14284
2804,845,1691,8075,10580,15355
2805,605,1457,6747,10540,20453
2806,145,697,6513,17892,13776
2807,996,1385,4754,7181,20876
2808,526,1711,9028,13187,8272
2809,1152,2028,7558,12801,21303
2810,523,1545,6889,14274,10894
2811,736,1990,7001,12982,17381
2812,744,2646,9804,14517,7646
2813,437,1830,10017,15486,10649
2814,1524,3539,12154,15722,14881
2815,1220,3366,9197,9601,7593
2816,391,939,4456,10578,17550
2817,793,1630,8108,16141,8541
2818,1163,3408,11297,15145,6993
2819,811,1143,5803,13229,13393
2820,511,1544,6784,10585,19268
2821,969,3198,10685,15020,10893
2822,814,1801,8381,11076,15065
2823,357,1326,7352,14245,12921
2824,1601,4209,10920,14041,18685
2825,759,1960,6680,9437,12004
2826,388,1525,7160,15887,21129
2827,1342,3151,8523,12585,8706
2828,718,2042,7826,16827,13206
2829,1114,2521,9279,16910,15122
2830,613,1502,6167,13510,12503
2831,679,2176,7116,12361,9018
2832,467,2030,9372,13291,16349
2833,155,519,4006,13209,15846
2834,626,1195,5497,12507,18722
2835,423,827,3934,11175,16791
2836,427,1898,10613,13910,8996
2837,1154,3603,11658,12251,7103
2838,1304,2120,8243,11250,9801
2839,375,1322,6550,13528,10528
2840,1032,3367,11494,15447,11503
2841,1258,2194,6076,7993,11097
2842,526,1683,7138,11004,17747
2843,149,596,5323,16276,25205
2844,952,2808,10004,14405,11103
2845,1529,2761,9098,18094,17248
2846,1264,4125,11625,12568,6663
2847,854,1739,6528,11105,13037
2848,645,990,4751,11340,17661
2849,340,3278,14872,15802,10066
2850,117,586,4105,13376,23751
2851,644,2229,10239,12589,8739
2852,515,1511,6104,12108,15347
2853,130,359,2138,7372,23452
2854,1223,2570,8546,18447,20338
2855,156,779,5456,13375,16453
2856,1436,5258,15573,13103,4612
2857,97,596,6395,16950,18584
2858,1192,4787,13437,12904,3964
2859,605,1399,5507,11395,13201
2860,243,1206,6848,13368,14651
2861,854,2265,8272,12285,9677
2862,630,1649,8801,17560,17802
2863,448,948,5460,13410,14430
2864,855,2169,7564,12756,19426
2865,1205,3019,10102,13708,10949
2866,1893,4351,9933,11361,5794
2867,770,1656,7027,13667,23657
2868,549,1718,6860,15095,27745
2869,734,978,3288,5688,22233
2870,612,1261,6142,12367,15604
2871,642,1234,4068,9200,18366
2872,379,1359,6900,14858,23980
2873,387,925,5294,11433,16293
2874,820,2063,7351,11982,13277
2875,1096,3778,12941,14877,10352
2876,544,944,4374,9690,14103
2877,134,525,4144,12755,15437
2878,730,3581,12152,13945,11820
2879,751,1381,5290,9296,20664
2880,512,2168,9889,13752,7569
2881,1135,2545,8772,13355,14297
2882,688,2024,8155,15584,10877
2883,310,1057,8588,15979,13233
2884,264,624,4964,18124,31302
2885,1064,2578,10251,19032,18967
2886,356,1559,7920,11612,9705
2887,1259,2863,8237,12334,18801
2888,174,370,3130,9902,13957
2889,665,1536,9090,14624,18177
2890,165,880,5792,13478,15308
2891,84,477,4536,15386,18799
2892,361,1925,10705,15299,10029
2893,277,1069,6022,14839,16239
2894,268,1418,8438,14878,11803
2895,537,2010,7368,11935,16081
2896,1514,2778,9686,17553,16485
2897,1136,2572,9453,17390,17187
2898,1549,3151,9697,12950,10879
2899,1161,2920,8997,11649,17505
2900,596,2132,9995,17324,20598
2901,556,2146,12581,16244,17386
2902,319,1210,6917,14875,11188
2903,534,2013,9528,12311,14433
2904,663,2519,10432,13360,9726
2905,486,1346,6152,9121,17769
2906,535,1669,7411,14322,16094
2907,488,2015,9879,14273,10126
2908,574,1602,7779,13082,9908
2909,736,2363,10676,17891,19247
2910,310,1020,5935,16768,29771
2911,255,581,4663,17244,31633
2912,694,2294,9239,14388,8732
2913,121,1102,8701,16963,15783
2914,1473,3353,11458,17308,19064
2915,1428,3821,11545,13426,8461
2916,412,1129,5996,10664,14731
2917,259,1016,6941,16182,11412
2918,161,1189,8089,15370,10872
2919,1469,4139,10908,12729,8154
2920,956,2760,8749,11413,13039
2921,560,1360,5288,9087,11182
2922,1010,3143,11386,15624,8547
2923,741,2549,10873,11676,7923
2924,537,1307,5140,10543,10896
2925,115,761,7306,17444,10331
2926,323,1108,5652,8155,17265
2927,518,1621,6491,14830,25918
2928,593,2184,10221,12236,8927
2929,653,1603,6727,16731,24486
2930,322,1433,8680,13353,12518
2931,629,1491,7002,14285,21389
2932,666,2005,7699,14546,14184
2933,289,1237,6938,14364,9520
2934,726,3617,13667,15046,9586
2935,896,2523,8895,13589,12896
2936,469,1021,4255,9676,14237
2937,840,4270,14590,13736,12134
2938,642,2035,7712,11697,10990
2939,301,1328,6419,10667,9222
2940,567,1587,6389,12185,13636
2941,317,1648,7667,10942,9293
2942,572,646,2343,5285,24170
2943,1852,3395,9409,12867,14561
2944,330,780,4710,12237,14903
2945,1356,4451,12253,8856,5349
2946,411,1035,7310,16559,16046
2947,575,2584,10228,12515,8095
2948,282,1055,6348,14044,17988
2949,295,1354,8267,17347,10316
2950,1237,4436,14163,15632,7870
2951,1516,1714,5013,7473,12087
2952,317,1078,7146,12638,10214
2953,210,738,5608,15169,11818
2954,637,1945,8785,14500,16203
2955,863,2596,11241,18080,11171
2956,1080,2083,7568,11945,13344
2957,880,2670,9636,11377,19521
2958,1012,2554,7479,12290,9877
2959,741,1884,6764,10389,10798
2960,237,848,5810,14453,12481
2961,263,1091,6883,11092,18426
2962,744,2310,9379,15418,14056
2963,489,2568,12273,14307,10604
2964,345,310,1940,5396,21430
2965,717,1105,5387,11246,17026
2966,471,1306,6581,13288,18697
2967,555,1479,6969,15277,24821
2968,186,714,5929,13248,14121
2969,661,1889,7058,13356,14198
2970,1098,2334,9181,11452,14137
2971,493,1065,5529,11394,12959
2972,634,2277,8824,12271,8757
2973,851,2090,8199,14295,17802
2974,1169,2969,8717,11863,5741
2975,337,1722,8166,10980,10752
2976,231,1216,9105,15172,11354
2977,418,1813,8585,13553,9853
2978,307,1623,7741,11690,8116
2979,565,1461,5571,11342,11850
2980,1932,4495,11979,13233,8524
2981,840,1668,6941,13065,10143
2982,174,1011,6747,12881,13607
2983,360,1569,8515,20563,22711
2984,3745,3298,7559,8272,15455
2985,826,2384,9452,15018,11063
2986,706,2618,9315,13212,13818
2987,471,1173,5354,11071,21696
2988,440,2050,9607,13515,8957
2989,541,2334,10364,13516,9408
2990,572,1336,5836,13736,21338
2991,159,344,2757,11185,26050
2992,3057,5863,11610,10507,13260
2993,707,3659,14746,15372,8850
2994,319,1134,5204,11464,14658
2995,116,413,3743,12737,23019
2996,1624,3738,10112,15207,11852
2997,918,1978,7645,12815,13167
2998,273,1342,7748,13891,15590
2999,978,3480,10717,12522,9525
3000,296,906,4489,10412,16996
3001,811,2545,7627,8914,5508
3002,463,903,3261,9444,14883
3003,389,1194,5261,9430,17980
3004,285,426,2082,5168,22548
3005,269,1525,8183,14516,15529
3006,353,1290,7240,14427,15293
3007,517,2260,9605,12341,9123
3008,383,995,4099,11868,14830
3009,1070,3108,11838,11890,11303
3010,301,786,4906,10922,17676
3011,743,1738,7795,15225,10762
3012,485,845,4047,9285,11787
3013,253,757,6689,20587,27081
3014,834,2062,8802,17168,17810
3015,289,1604,9915,14963,11366
3016,571,1645,6101,12271,14803
3017,433,782,3109,5875,17851
3018,546,1680,6722,13424,10608
3019,674,1955,8880,13118,10633
3020,1202,3495,11614,14082,12246
3021,1199,1989,5522,8140,18931
3022,826,1858,8086,17040,25502
3023,891,2052,8715,16498,17321
3024,341,1373,6631,14369,16174
3025,1327,3404,9266,11605,6930
3026,674,1880,6982,11287,13087
3027,443,837,6482,14622,20486
3028,1373,3235,9396,14472,19770
3029,433,1446,5629,10767,15781
3030,663,1851,6174,10056,7501
3031,265,750,3053,8890,21379
3032,118,472,4965,12978,14245
3033,388,770,3779,10307,15060
3034,730,1958,7453,13001,16837
3035,812,3206,10236,12090,11973
3036,672,1379,5703,11524,10932
3037,587,1536,5576,11113,8785
3038,724,3372,13868,18728,15635
3039,479,2338,8403,10686,6332
3040,745,2501,9212,13808,8043
3041,565,1114,5500,13918,11448
3042,202,1225,8694,13528,10902
3043,439,1428,7537,12367,11982
3044,469,2127,11712,18256,19575
3045,499,1558,6234,11100,14562
3046,321,949,4364,9593,15185
3047,1038,4225,13087,11759,4243
3048,556,1079,4598,11118,13226
3049,302,1071,5665,11733,15751
3050,480,2161,9160,15125,11272
3051,1103,2498,8616,17101,19055
3052,3996,6824,10484,6761,4252
3053,156,652,4730,15170,15339
3054,552,981,4677,8355,14852
3055,2817,4432,8117,7358,6365
3056,1247,1910,7279,17939,29007
3057,491,1223,5840,7948,16895
3058,875,1266,4806,9687,11470
3059,595,1345,6414,13624,22431
3060,372,1335,7150,14937,9396
3061,246,681,4358,11472,20768
3062,158,852,6850,16148,14248
3063,410,896,4740,8058,15004
3064,954,3013,9711,14537,14926
3065,472,1599,8353,13546,8847
3066,856,2432,8518,11259,9910
3067,353,1170,7892,13571,11232
3068,774,1229,5301,13720,15862
3069,1330,3531,10607,11786,13340
3070,1250,2878,9177,14421,19187
3071,100,432,3846,11419,15133
3072,447,1806,8512,12901,10528
3073,887,2295,8089,15532,12854
3074,397,2024,9817,14773,9145
3075,203,473,2904,7988,16811
3076,238,682,3401,10531,18439
3077,422,2088,9027,13099,11726
3078,736,2273,10253,16301,19936
3079,233,1026,6329,13418,23098
3080,1028,2275,6653,12025,11744
3081,375,813,5632,12527,15154
3082,676,2473,9299,14184,12020
3083,1805,1934,5154,7003,10285
3084,437,1876,9188,14699,12953
3085,392,1360,6628,14616,22473
3086,353,1861,9554,16723,13632
3087,456,1114,5539,15220,25172
3088,226,869,5742,15295,12090
3089,790,2209,6564,10116,8138
3090,169,921,5796,14889,16348
3091,243,1065,6113,14784,22639
3092,326,666,4119,12351,17619
3093,166,368,2986,12932,22511
3094,752,2472,9202,14978,20071
3095,826,2245,9739,12824,6006
3096,1069,4476,12533,10707,3590
3097,658,3504,13277,13021,4207
3098,818,1850,6916,9273,11284
3099,157,1059,9863,18670,10567
3100,100,578,6491,17061,12234
3101,951,1552,5249,12538,26056
3102,121,1021,8200,16617,15675
3103,1131,2249,7998,13831,20085
3104,140,881,6495,12029,9219
3105,2110,2692,7128,8702,14583
3106,337,1340,8456,13498,8346
3107,687,3635,12773,11097,8208
3108,881,1713,8038,14526,15942
3109,745,2202,7770,11829,8045
3110,311,1140,6639,13795,11457
3111,478,1885,9678,12035,5611
3112,1050,2917,9208,13521,12590
3113,976,3153,10241,11747,8734
3114,849,3268,12639,13615,8182
3115,285,1556,9030,13673,12167
3116,168,451,3332,10793,15051
3117,441,840,3238,8823,34394
3118,1155,2740,8310,12594,9627
3119,783,2782,10371,14608,15943
3120,1732,4727,10584,10673,6083
3121,286,418,2411,6699,23217
3122,742,2129,8420,13711,13547
3123,735,1012,3838,7481,12030
3124,368,1689,8800,13401,10585
3125,935,1258,3573,6519,12672
3126,258,785,4068,10002,11562
3127,890,1389,4250,5400,15866
3128,417,1355,6365,13246,9230
3129,300,749,4368,16513,23254
3130,316,1921,12547,16998,10796
3131,211,220,1751,5011,17219
