author_id,Name
1262,David Foster Wallace
1263,Emma Chase
1264,John Wyndham
1265,Patrick deWitt
1266,Marcelo Barbão
1267,Shilpi Somaya Gowda
1268,Montserrat Mira
1269,Katherine Duncan-Jones
1270,Ron Hall
1271,Denver Moore
1272,Tracy Kidder
1273,Mark  Lawrence
1274,Nancy Farmer
1275,Walt Whitman
1276,D.H. Lawrence
1277,Doris Lessing
1278,Chester Brown
1279,George S. Clason
1280,Leigh Eddings
1281,Goran Skrobonja
1282,Sarah Addison Allen
1283,Frederick Douglass
1284,Greg Behrendt
1285,Liz Tuccillo
1286,Rudyard Kipling
1287,Alev Lytle Croutier
1288,Rachel Caine
1289,Peter David
1290,Robin Furth
1291,Jae Lee
1292,Richard Isanove
1293,Ruth Ozeki
1294,Tucker Max
1295,Jay Crownover
1296,Charlotte Connan de vries
1297,Robert B. Cialdini
1298,Stephen Marlowe
1299,Louise Fitzhugh
1300,Sarah Waters
1301,Marian Keyes
1302,Louise Penny
1303,John Ajvide Lindqvist
1304,Benjamin F. Fisher
1305,Morgan Matson
1306,Oswald Chambers
1307,Andrea Cremer
1308,Naomi Novik
1309,Peter V. Brett
1310,Alfred Lansing
1311,Rebecca Stead
1312,Phyllis Reynolds Naylor
1313,Jo Nesbø
1314,Don Bartlett
1315,Stephen Kendrick
1316,Alex Kendrick
1317,Ben Sherwood
1318,Dale Carnegie
1319,Rebecca Donovan
1320,Sidney Sheldon
1321,M.C. Escher
1322,Bruce Brooks Pfeiffer
1323,Donna Woolfolk Cross
1324,Sebastian Faulks
1325,Joshua Foer
1326,Sue Miller
1327,Norman Bridwell
1328,Katy Evans
1329,Anne Brontë
1330,Stevie Davies
1331,Walter Farley
1332,Keith Ward
1333,Tomie dePaola
1334,R.L. Mathewson
1335,David Bayles
1336,Ted Orland
1337,Hayden Herrera
1338,C.C. Hunter
1339,Henry James
1340,Patricia Crick
1341,Gustave Doré
1342,Charlotte Perkins Gilman
1343,Noah Hawley
1344,محمد صادق
1345,B.A. Shapiro
1346,Marilynne Robinson
1347,Thomas Pynchon
1348,David Alabort
1349,Manuel Espín
1350,Terry Brooks
1351,Ann-Marie MacDonald
1352,Tracey Garvis-Graves
1353,Miep Gies
1354,Alison Leslie Gold
1355,Clive Cussler
1356,Michael  Grant
1357,Michael Bond
1358,Peggy Fortnum
1359,Nelson DeMille
1360,Rumiko Takahashi
1361,David Seltzer
1362,Tom Rob Smith
1363,Nancy E. Turner
1364,Amanda Hopkinson
1365,Nick Caistor
1366,Audrey Penn
1367,Ruth E. Harper
1368,Nancy M. Leak
1369,John Elder Robison
1370,Sherrilyn Kenyon
1371,Gabrielle Charbonnet
1372,Curtis Sittenfeld
1373,Brigitte Walitzek
1374,Lisa McMann
1375,Siddhartha Mukherjee
1376,Deepak Chopra
1377,Anne Lamott
1378,Kerstin Gier
1379,Timothy Zahn
1380,Robin Cook
1381,Louise L. Hay
1382,Emma Straub
1383,Oliver Pötzsch
1384,Lee Chadeayne
1385,Patricia C. Wrede
1386,Peter de Sève
1387,John Sandford
1388,Tami Hoag
1389,Melanie Benjamin
1390,David Shannon
1391,William Strunk Jr.
1392,R.A. Salvatore
1393,Jerry Pournelle
1394,John  Williams
1395,John McGahern
1396,David Cote
1397,Stephen Schwartz
1398,Joan Marcus
1399,Winnie Holzman
1400,Garth Ennis
1401,Steve Dillon
1402,Joe R. Lansdale
1403,Edmond Rostand
1404,Eteel Lawson
1405,Lowell Bair
1406,Anne Fadiman
1407,J. Kenner
1408,Steve Parkhouse
1409,Chris Bachalo
1410,Michael Zulli
1411,Clive Barker
1412,Eleanor H. Porter
1413,J.H. Williams III
1414,Dave Stewart
1415,Anthony  Ryan
1416,Howard Pyle
1417,Lawrence Hill
1418,Richard Francis Burton
1419,A.S. Byatt
1420,Lily King
1421,Louis Darling
1422,Tracy Dockray
1423,Carrie Ryan
1424,Eleanor Catton
1425,Chip Heath
1426,Dan Heath
1427,Piers Paul Read
1428,Joyce Meyer
1429,أثير عبدالله النشمي
1430,Richard Castle
1431,Amazon
1432,Iain Banks
1433,Marisha Pessl
1434,Rob Lowe
1435,Kevin Kwan
1436,Robert Dugoni
1437,Mike Mignola
1438,John Byrne
1439,Francine du Plessix Gray
1440,Joachim Neugroschel
1441,Shirley Jackson
1442,Laura   Miller
1443,Dodie Smith
1444,John Jakes
1445,Marcus Aurelius
1446,Martin Hammond
1447,Diskin Clay
1448,Dave Barry
1449,Ridley Pearson
1450,Greg Call
1451,Sigmund Freud
1452,Mary Karr
1453,Raine Miller
1454,Jeff VanderMeer
1455,Leonard Mlodinow
1456,Reza Aslan
1457,Jan-Philipp Sendker
1458,Kevin Wiliarty
1459,Iain M. Banks
1460,David J. Schwartz
1461,Carlo Collodi
1462,Monteiro Lobato
1463,Robin LaFevers
1464,Stormie Omartian
1465,Henry Miller
1466,Brian Sibley
1467,Alice Hoffman
1468,John Howard Griffin
1469,Jonathan Kellerman
1470,Robert James Waller
1471,Mark Bittman
1472,Wassily Kandinsky
1473,Winston Groom
1474,Justin O'Brien
1475,Carolyn G. Heilbrun
1476,Italo Calvino
1477,Sue Grafton
1478,Patricia MacLachlan
1479,يوسف زيدان
1480,Ian Falconer
1481,Brené Brown
1482,Eben Alexander
1483,A.J. Jacobs
1484,Katherine Dunn
1485,Dudley Fitts
1486,Elena Bono
1487,Robert Penn Warren
1488,Vince Flynn
1489,Hannah Kent
1490,Peter Mayle
1491,Bagram Ibatoulline
1492,Martin Cruz Smith
1493,Tara Conklin
1494,Karen Hesse
1495,Elizabeth Wein
1496,N.K. Sandars
1497,Anna Godbersen
1498,Philip Roth
1499,Gena Showalter
1500,Elizabeth Berg
1501,Yoshiki Nakamura
1502,Paolo Bacigalupi
1503,Richard Allen Cave
1504,Ilona Andrews
1505,Irène Némirovsky
1506,Sandra Smith
1507,Vincent van Gogh
1508,Ronald de Leeuw
1509,Mark Roskill
1510,Arnold J. Pomerans
1511,Grant Morrison
1512,Hillary Jordan
1513,Mark Bowden
1514,V.E. Schwab
1515,Victoria Schwab
1516,David Grann
1517,Trudi Canavan
1518,Patricia McCormick
1519,Jane Smiley
1520,Kent Haruf
1521,Daniel Clowes
1522,Ivan Turgenev
1523,George Reavy
1524,Jane Costlow
1525,Eliyahu M. Goldratt
1526,Jeff Cox
1527,Claudia Gray
1528,Ashlee Vance
1529,Mark Waid
1530,Alex Ross
1531,Elliot S. Maggin
1532,Henri Charrière
1533,Chris Colfer
1534,Brandon Dorman
1535,David Ebershoff
1536,Walter Dean Myers
1537,Kevin Hearne
1538,Kim Stanley Robinson
1539,Elaine Hedges
1540,Heidi Murkoff
1541,Arlene Eisenberg
1542,Sandee Hathaway
1543,Peter Thiel
1544,Blake  Masters
1545,Katharine Kroeber Wiley
1546,Jim Gaffigan
1547,Ron Chernow
1548,Various
1549,Nikolai Gogol
1550,Robert A. Maguire
1551,Elle Kennedy
1552,Arlene Mosel
1553,Blair Lent
1554,Tina Reber
1555,Penelope Douglas
1556,Alison Weir
1557,Yevgeny Zamyatin
1558,Clarence Brown
1559,Alan Paton
1560,Brian Froud
1561,Alan Lee
1562,Aprilynne Pike
1563,Yuval Noah Harari
1564,Johnny Kansas
1565,Stephanie Stehling
1566,Heather McDonald
1567,Roy Handler
1568,Brad Wollack
1569,Amber Mazzola
1570,Josh Wolf
1571,Shoshanna Handler
1572,Eva Magdalenski
1573,Amy Meyer
1574,Glen Handler
1575,Dave Mallow
1576,Sarah Colonna
1577,M. Leighton
1578,Henning Mankell
1579,Steven T. Murray
1580,Keith David
1581,Anthony Heald
1582,Shari Lapena
1583,Ann Leckie
1584,Jerry I. Porras
1585,Allen Eskens
1586,Eric Wilson
1587,Jack Higgins
1588,David Wong
1589,Ann Druyan
1590,Lucy Christopher
1591,Stanisław Lem
1592,Elizabeth Wurtzel
1593,Daniel J. Levitin
1594,Julia Quinn
1595,Margaret Weis
1596,Tracy Hickman
1597,Lorraine Hansberry
1598,Richard K. Morgan
1599,A.J. Banner
1600,Jean-Dominique Bauby
1601,Jeremy Leggatt
1602,Chevy Stevens
1603,Charles C. Mann
1604,Kay Redfield Jamison
1605,Sarah  Young
1606,Edward Albee
1607,Andrzej Sapkowski
1608,Maxine Paetro
1609,Jacqueline Carey
1610,Eric Metaxas
1611,A.W. Tozer
1612,Jacqueline Winspear
1613,Dot Hutchison
1614,R.K. Lilley
1615,Alexandra Adornetto
1616,Kiran Desai
1617,Johann Wolfgang von Goethe
1618,Burton Pike
1619,Alexandra Fuller
1620,Robin McKinley
1621,Mark Zug
1622,سعود السنعوسي
1623,Saud Alsanousi
1624,Rae Carson
1625,Ann Aguirre
1626,Dava Sobel
1627,Neil Armstrong
1628,Peter Salm
1629,James W. Loewen
1630,Gabriel Rodríguez
1631,Alexandra Ripley
1632,Blaine Harden
1633,Sarah Thornton
1634,Dave Ramsey
1635,Richard Atwater
1636,Florence Atwater
1637,George Saunders
1638,Thomas J. Stanley
1639,William D. Danko
1640,Bob Dylan
1641,George Selden
1642,Oliver  Harris
1643,Roger Fisher
1644,William Ury
1645,Bruce Patton
1646,Kerry Lonsdale
1647,Samantha Towle
1648,Amy Schumer
1649,Krishna-Dwaipayana Vyasa
1650,Simon Brodbeck
1651,Juan Mascaró
1652,Paul Auster
1653,Pam Muñoz Ryan
1654,Candace Bushnell
1655,R.J. Hollingdale
1656,Michael Tanner
1657,Dave Cullen
1658,Laila Ibrahim
1659,Mark Owen
1660,Kevin Maurer
1661,Laura Moriarty
1662,Matt Wagner
1663,George Pratt
1664,Dick Giordano
1665,P. Craig Russell
1666,Harlan Ellison
1667,Clare Mackintosh
1668,H.G. Bissinger
1669,David Sheff
1670,Ovid
1671,David Raeburn
1672,Denis Feeney
1673,Julia Alvarez
1674,Robert Morgan
1675,Bo Hampton
1676,Tracey Hampton
1677,Washington Irving
1678,Wallace Stegner
1679,John le Carré
1680,Elin Hilderbrand
1681,Tad Williams
1682,Jan Karon
1683,Tony Hsieh
1684,Erika Johansen
1685,Gordon Korman
1686,Holly Black
1687,Tarryn Fisher
1688,Elizabeth Haynes
1689,Richard Lancelyn Green
1690,Ronald Knox
1691,Julian Symons
1692,James Rollins
1693,Oliver Stallybrass
1694,Pankaj Mishra
1695,Rachel Hartman
1696,Erich Segal
1697,Kevin Henkes
1698,Wendy Higgins
1699,Herman Wouk
1700,Bernard Cornwell
1701,Michael E. Gerber
1702,James Howe
1703,Deborah Howe
1704,Alan Daniel
1705,Jussi Adler-Olsen
1706,Lisa Hartford
1707,John Connolly
1708,Bill Clinton
1709,Linda Sue Park
1710,Nobuhiro Watsuki
1711,Kenichiro Yagi
1712,Miranda Kenneally
1713,Joe Simpson
1714,Simms Taback
1715,Dan Millman
1716,Barbara Demick
1717,Jack Welch
1718,Suzy Welch
1719,Gail McHugh
1720,Jonah Lehrer
1721,Laurie R. King
1722,Jean de Brunhoff
1723,Merle S. Haas
1724,Tom Rachman
1725,Katja Millay
1726,Jenny Downham
1727,Simone Beck
1728,Louisette Bertholle
1729,Kazue Kato
1730,John Werry
1731,Mohsin Hamid
1732,Jennifer A. Nielsen
1733,John Updike
1734,Daniel Todd Gilbert
1735,T.S. Eliot
1736,Else Holmelund Minarik
1737,Tony DiTerlizzi
1738,David Platt
1739,Robert Greene
1740,Joost Elffers
1741,Jean Craighead George
1742,Susanna Kearsley
1743,Rosalyn Landor
1744,Peter Lerangis
1745,Hubert Selby Jr.
1746,Darren Aronofsky
1747,Richard Price
1748,Erin Hunter
1749,Dee Brown
1750,Władysław Szpilman
1751,Maya Banks
1752,Ian Edginton
1753,I.N.J. Culbard
1754,Robert McCammon
1755,China Miéville
1756,Carrie Jones
1757,Geoffrey Crayon
1758,William L. Hedges
1759,David Wilkerson
1760,Cynthia Lord
1761,Karen Russell
1762,Mark Kurlansky
1763,Μαρία Λαϊνά
1764,Ignes Sodre
1765,Og Mandino
1766,Ian Fleming
1767,Paullina Simons
1768,A.G. Riddle
1769,Julie James
1770,Andy Kubert
1771,Peter Sanderson
1772,村上 春樹
1773,Sheila Burnford
1774,Frank Quitely
1775,Fiona Barton
1776,Patrick Carman
1777,Marie Rutkoski
1778,Sapphire
1779,Atsushi Ohkubo
1780,William Kent Krueger
1781,Gene Luen Yang
1782,Eugene Bradley Coco
1783,Ron Dias
1784,Walt Disney Company
1785,K.A. Tucker
1786,Christopher Marlowe
1787,Anthony Robbins
1788,Tony Robbins
1789,Frederick L. Covan
1790,Diane Chamberlain
1791,Octavia E. Butler
1792,Henry Cloud
1793,John Townsend
1794,Luca Marinelli
1795,John C. Maxwell
1796,Zig Ziglar
1797,J. Sterling
1798,Sarah Ban Breathnach
1799,Moira Young
1800,Edgar Rice Burroughs
1801,Victoria Finlay
1802,Ernest J. Gaines
1803,Gene Zion
1804,Margaret Bloy Graham
1805,Hiro Fujiwara
1806,Nick Bantock
1807,أحمد خالد توفيق
1808,Ann Rule
1809,Joel Schick
1810,Julie Orringer
1811,Arthur Morey
1812,Keith Wilson
1813,Tim Curry
1814,Ben Aaronovitch
1815,Vikram Seth
1816,Amy Sedaris
1817,Peter  Swanson
1818,Patricia Schultz
1819,Max Lucado
1820,Renee Ahdieh
1821,Nicholas D. Kristof
1822,Sheryl WuDunn
1823,Daniel Handler
1824,Maira Kalman
1825,Mary Doria Russell
1826,Charlie N. Holmberg
1827,Steve Harvey
1828,Candice Millard
1829,Jonathan Lethem
1830,Jerry W. Ward Jr.
1831,Lalita Tademy
1832,James D. Bradley
1833,Ron Powers
1834,Mahatma Gandhi
1835,Lance Armstrong
1836,Sally Jenkins
1837,Helen Macdonald
1838,Christopher Yost
1839,Pasqual Ferry
1840,Frank D'Armata
1841,Karuho Shiina
1842,C.J. Roberts
1843,James Allen
1844,Nina George
1845,Simon Pare
1846,Ann Voskamp
1847,Robert Bloch
1848,Alistair MacLean
1849,Clint Willis
1850,Rupi Kaur
1851,Rosamund Lupton
1852,Liu Cixin
1853,Ken Liu
1854,Mark Millar
1855,Kilian Plunkett
1856,Andrew Robinson
1857,Walden Wong
1858,Dave Johnson
1859,Julia Glass
1860,Benjamin Franklin
1861,Lewis Leary
1862,Timothy J. Keller
1863,W. Chan Kim
1864,Renée Mauborgne
1865,Audrey Wood
1866,Don    Wood
1867,Matthew FitzSimmons
1868,Vernor Vinge
1869,Caroline B. Cooney
1870,Robert Lopshire
1871,Sophie Jordan
1872,Jessica Park
1873,Richard Flanagan
1874,Jennifer Worth
1875,Susan Elizabeth Phillips
1876,Stendhal
1877,Roger Gard
1878,Catherine Fisher
1879,Bev Vincent
1880,Josephine Angelini
1881,N.H. Kleinbaum
1882,Emily Bleeker
1883,Paramahansa Yogananda
1884,Alvin Schwartz
1885,Stephen Gammell
1886,John Hersey
1887,Jennifer Brown
1888,Kasie West
1889,Karen Armstrong
1890,Pablo Neruda
1891,W.S. Merwin
1892,Cristina García
1893,Thomas More
1894,Paul Turner
1895,Pseudonymous Bosch
1896,Gilbert Ford
1897,Danielle  Paige
1898,Aimee Bender
1899,Dai Sijie
1900,Ina Rilke
1901,Roxane Gay
1902,Amy Chua
1903,Noelle Stevenson
1904,Giada De Laurentiis
1905,Jeanette Winterson
1906,Ravinder Singh
1907,Betty MacDonald
1908,Alexandra Boiger
1909,Dan   Harris
1910,Ina Garten
1911,Quentin Bacon
1912,Sena Jeter Naslund
1913,CLAMP
1914,Anthony Gerard
1915,Darren Shan
1916,Kevin O'Neill
1917,Nalini Singh
1918,Euripides
1919,Rex Warner
1920,Cinda Williams Chima
1921,Hannah Hurnard
1922,Charles Burns
1923,Therese Anne Fowler
1924,Catherine Ryan Hyde
1925,Martha Hall Kelly
1926,Anthony Marra
1927,Will Schwalbe
1928,Lauren Barnholdt
1929,Warren Ellis
1930,Darick Robertston
1931,John Schoenherr
1932,Jon Meacham
1933,Mia Sheridan
1934,Alyson Richman
1935,Girolamo De Michele
1936,Alastair McEwen
1937,Robert Graves
1938,Joelle Charbonneau
1939,Kirsty Moseley
1940,Darynda Jones
1941,Amanda Lindhout
1942,Sara Corbett
1943,Vera Brosgol
1944,Jean Rhys
1945,John Fowles
1946,Caroline Kepnes
1947,Jacqueline Woodson
1948,Mira Grant
1949,Gwyn Hyman Rubio
1950,Steve Berry
1951,Katherine Howe
1952,Kylie Scott
1953,Emma Healey
1954,Isabel Wilkerson
1955,Barbara W. Tuchman
1956,John Marsden
1957,Robert M. Edsel
1958,Bret Witter
1959,Ava Dellaira
1960,Helen Bryan
1961,Yaa Gyasi
1962,Joël Dicker
1963,Shirley Kubo
1964,Koushun Takami
1965,Yuji Oniki
1966,Nevil Shute
1967,Sophia Amoruso
1968,Daniel Silva
1969,Mo Willems
1970,Edward Gorey
1971,Stephen Baxter
1972,Steven Pressfield
1973,Robert McKee
1974,Raymond Carver
1975,Michael J. Sullivan
1976,W. Somerset Maugham
1977,Benjamin DeMott
1978,Lisa Gardner
1979,Virginia Lee Burton
1980,Vicki Myron
1981,Soman Chainani
1982,Margret Rey
1983,Naoko Takeuchi
1984,Gurihiru
1985,Sarah Vowell
1986,MaryJanice Davidson
1987,Bill Moyers
1988,Jo Baker
1989,Cary Elwes
1990,Joe Layden
1991,Rob Reiner
1992,Peggy Rathmann
1993,Robyn Schneider
1994,Jude Watson
1995,Frank W. Abagnale
1996,Stan Redding
1997,Gary Zukav
1998,Josh Malerman
1999,Dan Wells
2000,Timothy Egan
2001,Ellen Marie Wiseman
2002,Scott Snyder
2003,Greg Capullo
2004,Jonathan Glapion
2005,Raymond Khoury
2006,Kathy Griffin
2007,Aaron Asher
2008,Nicholas Evans
2009,Sherry Argov
2010,Edwin A. Abbott
2011,Banesh Hoffmann
2012,Tim Tharp
2013,Peter D. Kramer
2014,Rainer Funk
2015,Shawn McManus
2016,Bryan Talbot
2017,Stan Woch
2018,Mary E. Pearson
2019,Eleanor Brown
2020,Tom Perrotta
2021,Mihaly Csikszentmihalyi
2022,Portia de Rossi
2023,Lisa Kleypas
2024,Carl Bernstein
2025,Bob Woodward
2026,Gary Shteyngart
2027,Michelle Rowen
2028,Douglas R. Hofstadter
2029,Robert Frost
2030,Edward Connery Lathem
2031,Rodman Philbrick
2032,Philip Yancey
2033,Åsne Seierstad
2034,Ingrid Christopherson
2035,D.J. MacHale
2036,Chelsea M. Cameron
2037,Arthur Hailey
2038,Harold Bloom
2039,Terry Southern
2040,David H. Goldsmith
2041,James Lundquist
2042,Lawrence R. Broer
2043,Peter J. Reed
2044,Loree Rackstraw
2045,William S. Doxey
2046,Jerome Klinkowitz
2047,Richard Giannone
2048,John L. Simons
2049,Leonard Mustazza
2050,Zoltan Ab di-Nagy
2051,Peter Freese
2052,Wendy B. Faris
2053,Alan Tiegreen
2054,Alexander Pushkin
2055,James E. Falen
2056,Amie Kaufman
2057,Meagan Spooner
2058,Alison Goodman
2059,Carolyn Keene
2060,Russell H. Tandy
2061,Sara Paretsky
2062,Hugh Lofting
2063,Lara Adrian
2064,Geoff Dyer
2065,Barbara Taylor Bradford
2066,Sarah Ockler
2067,Sharon L. Lechter
2068,Camilla Läckberg
2069,Donna Mabry
2070,Georgia Cates
2071,Mary Higgins Clark
2072,Jason Baker
2073,Donna Freed
2074,Thrity Umrigar
2075,Burton Raffel
2076,Neil D. Isaacs
2077,Jerome K. Jerome
2078,Edward Abbey
2079,Tom Rath
2080,Edward Rutherfurd
2081,Bella Forrest
2082,Madeleine Wickham
2083,Byron Glaser
2084,Bill D. Fountain
2085,Jean Kwok
2086,Leonardo da Vinci
2087,H. Anna Suh
2088,Mollie Katzen
2089,Orhan Pamuk
2090,Erdağ M. Göknar
2091,Carlos Castaneda
2092,Marcia Brown
2093,John   Williams
2094,Mark Buckingham
2095,Tori Amos
2096,Catherine Marshall
2097,Carol S. Dweck
2098,Richard H. Thaler
2099,Cass R. Sunstein
2100,Susan Cooper
2101,Richard Paige
2102,Kate Mosse
2103,Joseph J. Ellis
2104,Young Kim
2105,Samuel Taylor Coleridge
2106,Michael Martchenko
2107,H. Rider Haggard
2108,Jill Thompson
2109,Vince Locke
2110,Ursule Molinaro
2111,John Watkiss
2112,Duncan Eagleson
2113,Kent Williams
2114,Samantha Shannon
2115,Helen Small
2116,Stephen Wall
2117,Jacqueline Susann
2118,Radwa Ashour
2119,رضوى عاشور
2120,Michael Rosen
2121,Helen Oxenbury
2122,Howard Roughan
2123,Peter F. Hamilton
2124,Thomas Rockwell
2125,David Herbert Donald
2126,Katie Ashley
2127,Patrick O'Brian
2128,Akira Toriyama
2129,Alastair Reynolds
2130,Rachel Renée Russell
2131,Kresley Cole
2132,Micah Sparks
2133,Amy Plum
2134,Anne Morrow Lindbergh
2135,John Perkins
2136,Jorge Luis Borges
2137,Anthony Kerrigan
2138,Sejal Badani
2139,Amanda Coplin
2140,Mikhail Lermontov
2141,Paul Foote
2142,Edmund Morris
2143,M.M. Kaye
2144,Jasinda Wilder
2145,Donna VanLiere
2146,Rory Freedman
2147,Kim Barnouin
2148,Kristen Ashley
2149,Alice Schroeder
2150,Julie Garwood
2151,Betty Crocker
2152,Michael Ledwidge
2153,Holly Goldberg Sloan
2154,Richard Connell
2155,Cory Doctorow
2156,Jalaluddin Rumi
2157,Coleman Barks
2158,William R. Forstchen
2159,Helen Gardner
2160,Fred S. Kleiner
2161,Christin J. Mamiya
2162,Miranda July
2163,Jack Canfield
2164,Mark Victor Hansen
2165,Terry Windling
2166,Jane Yolen
2167,Alan Weisman
2168,Angeline Goreau
2169,Ingrid Law
2170,Bill Simmons
2171,عائض القرني
2172,A.P.J. Abdul Kalam
2173,Arun Tiwari
2174,Nate Silver
2175,Gary Russell
2176,Olivia Cunning
2177,Marjorie Flack
2178,Kurt Wiese
2179,Simon Sinek
2180,Dorothy Allison
2181,Daniel Suarez
2182,Scott Turow
2183,Joy Adamson
2184,Alfred Bester
2185,Rosamund Hodge
2186,Shaun Tan
2187,مصطفى محمود
2188,Claire Messud
2189,Augustine of Hippo
2190,Henry Chadwick
2191,Albert Cook Outler
2192,Cathy Marie Buchanan
2193,Sarah Silverman
2194,Patricia Highsmith
2195,Christine Feehan
2196,Lauren Beukes
2197,Diane Ackerman
2198,Chris Hadfield
2199,Joanna Cole
2200,Bruce Degen
2201,Daniel Abraham
2202,Tommy Patterson
2203,Bret Lott
2204,خولة حمدي
2205,Ellen Schreiber
2206,Adrian Conan Doyle
2207,John Dickson Carr
2208,Joshua Ferris
2209,Monica  Murphy
2210,Hisaya Nakajo
2211,David Ury
2212,Juliet Marillier
2213,Seth Godin
2214,Susanne Kuhlmann-Krieg
2215,Roland Barthes
2216,Andrew Davidson
2217,Elizabeth  Smart
2218,Chris Stewart
2219,Michael Buckley
2220,Peter Ferguson
2221,Stephen Briggs
2222,Caragh M. O'Brien
2223,Derek Landy
2224,Tom Percival
2225,Andy Warhol
2226,Michael Slater
2227,B.J. Novak
2228,Nathan Filer
2229,Madeleine Roux
2230,John Piper
2231,Lauren Graham
2232,Becky Albertalli
2233,Pam Morris
2234,A.G. Howard
2235,Primo Levi
2236,Stuart J. Woolf
2237,Jordan Stump
2238,Susan Vreeland
2239,William Steig
2240,Carolyn Jessop
2241,Laura Palmer
2242,Stephen R. Donaldson
2243,Marcus Buckingham
2244,Curt Coffman
2245,Thornton Wilder
2246,Donald Margulies
2247,Tappan Wilder
2248,Emily Carroll
2249,Ayana Mathis
2250,Gary Saul Morson
2251,Honoré de Balzac
2252,Ted Hughes
2253,Andrew Ross Sorkin
2254,Zoe Sugg
2255,Siobhan Curham
2256,Carol Ryrie Brink
2257,J.I. Packer
2258,Marc Hempel
2259,Richard Case
2260,D'Israeli
2261,Teddy Kristiansen
2262,Glyn Dillon
2263,Dean Ormston
2264,Kevin Nowlan
2265,Frank McConnell
2266,Mike Allred
2267,Gary Amaro
2268,David Giordano
2269,Tony Harris
2270,Shea Anton Pensa
2271,Alec Stevens
2272,Jerry Pinkney
2273,Graham Greene
2274,Monica Ali
2275,Herodotus
2276,Aubrey de Sélincourt
2277,John M. Marincola
2278,K. Bromberg
2279,Kimberly Derting
2280,A. Roger Merrill
2281,Rebecca R. Merrill
2282,Nancy Garden
2283,Malorie Blackman
2284,Harriet Jacobs
2285,Kristen Proby
2286,T. Harv Eker
2287,Hans Hermann
2288,Molly McAdams
2289,Julie Otsuka
2290,Jennifer McMahon
2291,Paolo Giordano
2292,Shaun Whiteside
2293,Nicole  Williams
2294,Skottie Young
2295,G. Willow Wilson
2296,Adrian Alphona
2297,Gennifer Choldenko
2298,Pamela Druckerman
2299,Abby Craden
2300,Megan Whalen Turner
2301,Sarah Winman
2302,Lang Leav
2303,Tom Franklin
2304,Rainer Maria Rilke
2305,Reginald Snell
2306,Franz Xaver Kappus
2307,Anna Banks
2308,Charles Baudelaire
2309,Lee Goldberg
2310,E. Nesbit
2311,Irwin Shaw
2312,Gilly Macmillan
2313,Pat Frank
2314,Kazu Kibuishi
2315,Flannery O'Connor
2316,Shunryu Suzuki
2317,Han Kang
2318,Deborah     Smith
2319,Mark Harman
2320,Regaip Minareci
2321,Şerif Yeşilbucak
2322,Sam Harris
2323,Susane Colasanti
2324,Connie Willis
2325,Bryan Stevenson
2326,Brian L. Weiss
2327,Keith Ferrazzi
2328,Melina Marchetta
2329,Kimon Nicolaides
2330,Mamie Harmon
2331,Lorna Landvik
2332,K.G. Campbell
2333,Edward P. Jones
2334,James     Baldwin
2335,Yuu Watase
2336,Marcel Proust
2337,Simon Vance
2338,Lydia Davis
2339,Margaret Sayers Peden
2340,Daniel H. Wilson
2341,Sue Townsend
2342,Mike Carey
2343,Glenn Fabry
2344,Chloe Neill
2345,Naoki Higashida
2346,K.A. Yoshida
2347,Janette Oke
2348,W.B. Yeats
2349,Richard J. Finneran
2350,Barbara Shook Hazen
2351,Robert Lewis May
2352,Richard Scarry
2353,Frederik Pohl
2354,Kerry Patterson
2355,Joseph Grenny
2356,Ron McMillan
2357,Al Switzler
2358,Thomas Cahill
2359,Charlie Adlard
2360,Cliff Rathburn
2361,Ruth Reichl
2362,William  Gibson
2363,Thomas Hobbes
2364,C.B. Macpherson
2365,Sandra Brown
2366,Sloane Crosley
2367,Antonia Fraser
2368,Michelle Magorian
2369,Tabitha Suzuma
2370,Rob Thomas
2371,Jennifer Graham
2372,Danny Sugerman
2373,Jerry Hopkins
2374,Marguerite Henry
2375,Wesley Dennis
2376,Haven Kimmel
2377,Bruce Sterling
2378,A.L. Singer
2379,Guy Gavriel Kay
2380,Nora Ephron
2381,Brennan Manning
2382,Michael W. Smith
2383,Rich Mullins
2384,Wilbur Smith
2385,Naomi Klein
2386,Rachel Willson-Broyles
2387,Günter Grass
2388,James Noel Smith
2389,Edith Hamilton
2390,Steele Savage
2391,Anna Dewdney
2392,Al Franken
2393,Leah Remini
2394,Rebecca Paley
2395,Eric Shanower
2396,Edith Hahn Beer
2397,Susan Dworkin
2398,Susan Sarandon
2399,Julia Ormond
2400,Rory Kennedy
2401,Ree Drummond
2402,Julie Kibler
2403,Carrie Fisher
2404,Ron Rash
2405,Hampton Sides
2406,Marisa de los Santos
2407,Christopher Pike
2408,E.L. Doctorow
2409,David Weber
2410,Ben Goldacre
2411,Cherrie Lynn
2412,Ai Yazawa
2413,Joseph Delaney
2414,Patrick  Arrasmith
2415,Plum Sykes
2416,Robert Cormier
2417,Teddy Slater
2418,Ric González
2419,Michael Punke
2420,Jon J. Muth
2421,Mikal Gilmore
2422,Clayton M. Christensen
2423,Bill Langley
2424,Foundation for Inner Peace
2425,Wayne W. Dyer
2426,Jack Weatherford
2427,Theodore Dreiser
2428,Andrea Hirata
2429,Joanne Fluke
2430,Mitchell Zuckoff
2431,Sam Kean
2432,Bill Dedman
2433,Paul Clark Newell Jr.
2434,Brother Lawrence
2435,Bob Goff
2436,Benjamin Graham
