book_id,ISBN13,Publication_Year,Title,Rating_Avg,Rating_Count,Image_URL,Image_Small_URL
540,9780394820380,1991,The Rescue,4.1,142092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
541,9780765326360,1993,Needful Things,3.87,153821,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg
542,9781841493020,1996,"Voyager (Outlander, #3)",4.38,157395,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg
543,9780786851970,1981,"Hamlet: Screenplay, Introduction And Film Diary",4.12,156869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
544,9780765316880,1993,Cujo,3.65,158215,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg
545,9780345525540,2004,The Virgin Suicides,3.83,159249,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg
546,9781563893410,1891,"Dead to the World (Sookie Stackhouse, #4)",4.13,199572,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg
547,9780446617800,1856,Tess of the D'Urbervilles,3.77,171599,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg
548,9781573225520,1961,Madame Bovary,3.64,158877,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg
549,9780446696110,2010,The Phantom Tollbooth,4.22,178432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
550,9780385721680,2003,"The Way of Kings (The Stormlight Archive, #1)",4.64,144822,https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg
551,9780060574220,2006,"Club Dead (Sookie Stackhouse, #3)",4.03,181323,https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg
552,9780060899230,2007,It's Kind of a Funny Story,4.14,161001,https://images.gr-assets.com/books/1420629730m/248704.jpg,https://images.gr-assets.com/books/1420629730s/248704.jpg
553,9780099244720,2015,"The Well of Ascension (Mistborn, #2)",4.35,150736,https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg
554,9780486266890,2011,"After You (Me Before You, #2)",3.7,99342,https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg
555,9780374480100,1986,The Language of Flowers,4.07,140076,https://images.gr-assets.com/books/1333577674m/10032672.jpg,https://images.gr-assets.com/books/1333577674s/10032672.jpg
556,9782253147700,2005,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.25,135979,https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg
557,9780001713220,1995,"The Angel Experiment (Maximum Ride, #1)",4.08,172302,https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg
558,9780714833550,2003,High Fidelity,3.94,134849,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg
559,9780312642970,2003,The Guardian,4.14,136427,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg
560,9780751532720,1998,"Oryx and Crake (MaddAddam, #1)",4.0,151500,https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg
561,9781442426640,2000,"Men Are from Mars, Women Are from Venus",3.52,113915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
562,9780670020550,1999,Kitchen Confidential: Adventures in the Culinary Underbelly,4.0,134177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
563,9781421501680,1759,Timeline,3.83,148563,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg
564,9780689875340,1975,Candide,3.76,151471,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg
565,9780060529700,1983,Tuck Everlasting,3.85,174280,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg
566,9780752863890,1960,Christine,3.72,151160,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg
567,9780425266750,1950,Are You My Mother?,4.16,174204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
568,9780140439440,2013,The Story of Art,3.83,164708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
569,9780316013680,1997,"Scarlet (The Lunar Chronicles, #2)",4.3,193766,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg
570,9780679760800,2011,"Rich Dad, Poor Dad",3.95,153764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
571,9780553383040,2009,"Silence (Hush, Hush, #3)",4.16,190722,https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg
572,9780763616050,2004,The Magicians (The Magicians #1),3.47,147908,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg
573,9780743253970,2003,"Death Note, Vol. 1: Boredom (Death Note, #1)",4.42,139501,https://images.gr-assets.com/books/1419952134m/13615.jpg,https://images.gr-assets.com/books/1419952134s/13615.jpg
574,9780385339600,2002,"A Great and Terrible Beauty (Gemma Doyle, #1)",3.79,173613,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg
575,9780142437230,1986,Everything Is Illuminated,3.9,131492,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg
576,9780006480100,2012,"The Bourne Supremacy (Jason Bourne, #2)",4.09,142168,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg
577,9780345418920,1849,"Easy (Contours of the Heart, #1)",4.11,133937,https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg
578,9780385739150,2007,David Copperfield,3.96,150512,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg
579,9780723247710,1967,The Absolutely True Diary of a Part-Time Indian,4.11,160607,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg
580,9780064405040,1968,The Master and Margarita,4.32,131389,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg
581,9780765316900,2000,"A Wizard of Earthsea (Earthsea Cycle, #1)",3.99,155042,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg
582,9780679746040,1959,Because of Winn-Dixie,4.0,154476,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg
583,9780061173390,1995,A Separate Peace,3.56,155901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
584,9780743278900,1605,The Rainmaker,3.91,137412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
585,9781481426300,1995,Don Quixote,3.85,134931,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg
586,9780920668380,1980,"Assassin's Apprentice (Farseer Trilogy, #1)",4.14,132777,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg
587,9781416524520,2010,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.22,153838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
588,9780670025820,1901,"Torment (Fallen, #2)",3.89,174393,https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg
589,9780618391110,1953,The Tale of Peter Rabbit,4.17,162373,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg
590,9780451210850,2008,"The Silver Chair (Chronicles of Narnia, #4)",3.95,170453,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg
591,9780330449600,1993,"The Hero of Ages (Mistborn, #3)",4.46,143622,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg
592,9780099428640,2007,"Girl, Interrupted",3.9,145161,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg
593,9780142501560,1970,"Are You There, Vodka? It's Me, Chelsea",3.85,127096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
594,9780743275020,2014,Jonathan Livingston Seagull,3.8,133728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
595,9780385523390,1986,"City of Heavenly Fire (The Mortal Instruments, #6)",4.48,177796,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg
596,9780451528020,2006,Love You Forever,4.34,159703,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
597,9780374275630,2013,Cell,3.64,144591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
598,9780345350500,1977,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.32,113565,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg
599,9780689841580,1987,The Silmarillion (Middle-Earth Universe),3.87,134106,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg
600,9780553813950,2008,"The Drawing of the Three (The Dark Tower, #2)",4.23,139052,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg
601,9781476754450,1925,The Forgotten Garden,4.12,138377,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg
602,9780441014940,2002,The Trial,3.98,131856,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg
603,9780375706780,2000,This Lullaby,4.03,151829,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg
604,9780395389490,2010,Plain Truth,3.97,128406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
605,9780140544510,1902,Orange Is the New Black,3.7,127186,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg
606,9780425134350,2011,The Hound of the Baskervilles,4.09,154517,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg
607,9780061124270,1982,"Thinking, Fast and Slow",4.08,136950,https://images.gr-assets.com/books/1317793965m/11468377.jpg,https://images.gr-assets.com/books/1317793965s/11468377.jpg
608,9780385349950,1970,"The Mists of Avalon (Avalon, #1)",4.12,157736,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg
609,9780441013330,2002,"Are You There God? It's Me, Margaret",3.89,151789,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
610,9780062085480,2014,Nights in Rodanthe,3.82,129807,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg
611,9780441783590,2007,"Mr. Mercedes (Bill Hodges Trilogy, #1)",3.92,125847,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg
612,9780385342060,1997,"All Together Dead (Sookie Stackhouse, #7)",4.05,162689,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg
613,9781857993290,1985,Midwives,3.97,133155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
614,9780316134120,1989,The Polar Express,4.29,168001,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg
615,9780553278220,1987,The True Story of the 3 Little Pigs,4.29,141945,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg
616,9780307592840,1998,"Patriot Games (Jack Ryan Universe, #2)",4.11,141674,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg
617,9780753454950,2013,Veronika Decides to Die,3.69,111856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
618,9780061015720,2005,"Lean In: Women, Work, and the Will to Lead",3.94,135635,https://images.gr-assets.com/books/1364250803m/16071764.jpg,https://images.gr-assets.com/books/1364250803s/16071764.jpg
619,9780007202320,2011,"Dead as a Doornail (Sookie Stackhouse, #5)",4.01,169560,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg
620,9780525950070,1959,"Shatter Me (Shatter Me, #1)",4.01,176433,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg
621,9780312360310,2011,Starship Troopers,3.99,136886,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg
622,9780060874160,1991,I've Got Your Number,3.93,144533,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732s/12033455.jpg
623,9780140424390,2011,Sophie's World,3.88,109692,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg
624,9780312348650,1950,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",4.3,188136,https://images.gr-assets.com/books/1327904795m/11260526.jpg,https://images.gr-assets.com/books/1327904795s/11260526.jpg
625,9780375856110,2010,The Martian Chronicles,4.12,143236,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg
626,9780307593310,1880,A Visit from the Goon Squad,3.64,120126,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg
627,9781840224020,2002,Heidi,3.97,144497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
628,9780060809250,1956,Prey,3.72,131352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
629,9780441014910,2007,"The Last Battle (Chronicles of Narnia, #7)",4.02,158701,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg
630,9780156007760,2008,"World Without End (The Kingsbridge Series, #2)",4.23,128715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
631,9780374158460,2012,"Chosen (House of Night, #3)",3.9,180961,https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg
632,9780142421710,2007,"Slammed (Slammed, #1)",4.29,153882,https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463s/13372690.jpg
633,9781423100030,1390,"Beastly (Beastly, #1; Kendra Chronicles, #1)",3.84,150003,https://images.gr-assets.com/books/1334260193m/544891.jpg,https://images.gr-assets.com/books/1334260193s/544891.jpg
634,9781416562600,2006,The Canterbury Tales,3.48,148480,https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589s/2696.jpg
635,9781841156740,2011,Baby Proof,3.71,124371,https://images.gr-assets.com/books/1361466583m/42149.jpg,https://images.gr-assets.com/books/1361466583s/42149.jpg
636,9781921351430,2009,"Inheritance (The Inheritance Cycle, #4)",4.08,146905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
637,9780060541840,1852,1Q84,3.89,125195,https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331s/10357575.jpg
638,9780689711730,1909,Uncle Tom's Cabin,3.83,137858,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231s/46787.jpg
639,9780618101370,2006,The Phantom of the Opera,3.97,141110,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg
640,9780060838650,1995,"Definitely Dead (Sookie Stackhouse, #6)",4.02,163054,https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748s/140079.jpg
641,9780679745660,2010,Blindness,4.08,98738,https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409s/2526.jpg
642,9780345504970,2011,Freedom,3.73,119213,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686s/7905092.jpg
643,9780060515200,2006,"Crossed (Matched, #2)",3.52,100886,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg
644,9780670011940,2008,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",3.82,150222,https://images.gr-assets.com/books/1334491180m/852470.jpg,https://images.gr-assets.com/books/1334491180s/852470.jpg
645,9781594205710,2001,The White Tiger,3.71,114531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
646,9780553383800,1995,The Corrections,3.78,117657,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg
647,9780451155760,1980,Dreams from My Father: A Story of Race and Inheritance,3.81,128961,https://images.gr-assets.com/books/1352340675m/88061.jpg,https://images.gr-assets.com/books/1352340675s/88061.jpg
648,9780646418440,1972,Congo,3.55,129811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
649,9780425200450,1999,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22,146073,https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744s/46677.jpg
650,9780307271080,1980,Interpreter of Maladies,4.12,110651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
651,9780446611080,1958,A People's History of the United States,4.07,137372,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423s/2767.jpg
652,9780451167800,2010,Breakfast at Tiffany's,3.89,129778,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg
653,9780425263920,2005,"The Passage (The Passage, #1)",4.04,126993,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg
654,9780307266310,2009,Anansi Boys,4.0,137639,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg
655,9781616203210,2014,Along for the Ride,4.08,151721,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg
656,9780590133370,1982,Everything I Never Told You,3.78,108703,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg
657,9781585424340,1979,The House of the Spirits,4.2,119930,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg
658,9780060885370,1920,The Dead Zone,3.9,132723,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg
659,9780765356150,1934,"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98,135514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
660,9780446696140,2013,"Murder on the Orient Express (Hercule Poirot, #10)",4.16,138444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
661,9781423146730,2001,Americanah,4.26,113252,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg
662,9780061448770,1980,Suzanne's Diary for Nicholas,4.16,121398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
663,9780446615860,2013,Firestarter,3.85,142213,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg
664,9780743226720,2009,"Entwined with You (Crossfire, #3)",4.19,141641,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg
665,9780330419120,2014,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27,109642,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg
666,9780061928120,1939,The Storied Life of A.J. Fikry,3.98,115393,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg
667,9780307237700,1937,Madeline,4.22,156726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
668,9780743455960,1932,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.17,87445,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
669,9780312364080,2004,"Little House in the Big Woods (Little House, #1)",4.16,165127,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg
670,9780345418980,2001,Jonathan Strange & Mr Norrell,3.8,133683,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg
671,9780312348670,2013,A Bend in the Road,4.02,116800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
672,9780316206880,2008,"The House of Hades (The Heroes of Olympus, #4)",4.54,159774,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg
673,9780062049800,2005,"The Wedding (The Notebook, #2)",3.98,118045,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg
674,9780374533570,2003,1776,4.06,130293,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg
675,9780760728500,2012,Under the Banner of Heaven: A Story of Violent Faith,3.98,112167,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg
676,9780743272490,2006,Beautiful Ruins,3.67,116053,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg
677,9780151009980,1999,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.69,110873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
678,9781843913730,2008,On Writing: A Memoir of the Craft,4.31,131481,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg
679,9780671024240,1987,"Firefly Lane (Firefly Lane, #1)",4.04,121966,https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448s/1472878.jpg
680,9780786226740,2008,Sphere,3.77,128244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
